a,a,a,a,a,a,a,a,a,a,a,a,a
a,"Union County, Kentucky",0.8932,Kentucky,KY,Union County,21,225,pctunmetneed,2014,0.8932,", ",89.32
a,"Warren County, Kentucky",0.9325,Kentucky,KY,Warren County,21,227,pctunmetneed,2014,0.9325,", ",93.25
a,"Washington County, Kentucky",0.8932,Kentucky,KY,Washington County,21,229,pctunmetneed,2014,0.8932,", ",89.32
a,"Wayne County, Kentucky",0.9325,Kentucky,KY,Wayne County,21,231,pctunmetneed,2014,0.9325,", ",93.25
a,"Webster County, Kentucky",0.8932,Kentucky,KY,Webster County,21,233,pctunmetneed,2014,0.8932,", ",89.32
a,"Whitley County, Kentucky",0.9325,Kentucky,KY,Whitley County,21,235,pctunmetneed,2014,0.9325,", ",93.25
a,"Wolfe County, Kentucky",0.9373,Kentucky,KY,Wolfe County,21,237,pctunmetneed,2014,0.9373,", ",93.73
a,"Woodford County, Kentucky",0.8889,Kentucky,KY,Woodford County,21,239,pctunmetneed,2014,0.8889,", ",88.89
a,"Acadia Parish, Louisiana",0.8832,Louisiana,LA,Acadia Parish,22,1,pctunmetneed,2014,0.8832,", ",88.32
a,"Allen Parish, Louisiana",0.8832,Louisiana,LA,Allen Parish,22,3,pctunmetneed,2014,0.8832,", ",88.32
a,"Ascension Parish, Louisiana",0.8387,Louisiana,LA,Ascension Parish,22,5,pctunmetneed,2014,0.8387,", ",83.87
a,"Assumption Parish, Louisiana",0.9033,Louisiana,LA,Assumption Parish,22,7,pctunmetneed,2014,0.9033,", ",90.33
a,"Avoyelles Parish, Louisiana",0.8832,Louisiana,LA,Avoyelles Parish,22,9,pctunmetneed,2014,0.8832,", ",88.32
a,"Beauregard Parish, Louisiana",0.8832,Louisiana,LA,Beauregard Parish,22,11,pctunmetneed,2014,0.8832,", ",88.32
a,"Bienville Parish, Louisiana",0.917,Louisiana,LA,Bienville Parish,22,13,pctunmetneed,2014,0.917,", ",91.7
a,"Bossier Parish, Louisiana",0.917,Louisiana,LA,Bossier Parish,22,15,pctunmetneed,2014,0.917,", ",91.7
a,"Caddo Parish, Louisiana",0.917,Louisiana,LA,Caddo Parish,22,17,pctunmetneed,2014,0.917,", ",91.7
a,"Calcasieu Parish, Louisiana",0.8832,Louisiana,LA,Calcasieu Parish,22,19,pctunmetneed,2014,0.8832,", ",88.32
a,"Caldwell Parish, Louisiana",0.917,Louisiana,LA,Caldwell Parish,22,21,pctunmetneed,2014,0.917,", ",91.7
a,"Cameron Parish, Louisiana",0.8832,Louisiana,LA,Cameron Parish,22,23,pctunmetneed,2014,0.8832,", ",88.32
a,"Catahoula Parish, Louisiana",0.8832,Louisiana,LA,Catahoula Parish,22,25,pctunmetneed,2014,0.8832,", ",88.32
a,"Claiborne Parish, Louisiana",0.917,Louisiana,LA,Claiborne Parish,22,27,pctunmetneed,2014,0.917,", ",91.7
a,"Concordia Parish, Louisiana",0.8832,Louisiana,LA,Concordia Parish,22,29,pctunmetneed,2014,0.8832,", ",88.32
a,"De Soto Parish, Louisiana",0.917,Louisiana,LA,De Soto Parish,22,31,pctunmetneed,2014,0.917,", ",91.7
a,"East Baton Rouge Parish, Louisiana",0.8387,Louisiana,LA,East Baton Rouge Parish,22,33,pctunmetneed,2014,0.8387,", ",83.87
a,"East Carroll Parish, Louisiana",0.917,Louisiana,LA,East Carroll Parish,22,35,pctunmetneed,2014,0.917,", ",91.7
a,"East Feliciana Parish, Louisiana",0.8387,Louisiana,LA,East Feliciana Parish,22,37,pctunmetneed,2014,0.8387,", ",83.87
a,"Evangeline Parish, Louisiana",0.8832,Louisiana,LA,Evangeline Parish,22,39,pctunmetneed,2014,0.8832,", ",88.32
a,"Franklin Parish, Louisiana",0.917,Louisiana,LA,Franklin Parish,22,41,pctunmetneed,2014,0.917,", ",91.7
a,"Grant Parish, Louisiana",0.8832,Louisiana,LA,Grant Parish,22,43,pctunmetneed,2014,0.8832,", ",88.32
a,"Iberia Parish, Louisiana",0.8832,Louisiana,LA,Iberia Parish,22,45,pctunmetneed,2014,0.8832,", ",88.32
a,"Iberville Parish, Louisiana",0.8387,Louisiana,LA,Iberville Parish,22,47,pctunmetneed,2014,0.8387,", ",83.87
a,"Jackson Parish, Louisiana",0.917,Louisiana,LA,Jackson Parish,22,49,pctunmetneed,2014,0.917,", ",91.7
a,"Jefferson Parish, Louisiana",0.8893,Louisiana,LA,Jefferson Parish,22,51,pctunmetneed,2014,0.8893,", ",88.93
a,"Jefferson Davis Parish, Louisiana",0.8832,Louisiana,LA,Jefferson Davis Parish,22,53,pctunmetneed,2014,0.8832,", ",88.32
a,"Lafayette Parish, Louisiana",0.8832,Louisiana,LA,Lafayette Parish,22,55,pctunmetneed,2014,0.8832,", ",88.32
a,"Lafourche Parish, Louisiana",0.9033,Louisiana,LA,Lafourche Parish,22,57,pctunmetneed,2014,0.9033,", ",90.33
a,"LaSalle Parish, Louisiana",0.8832,Louisiana,LA,LaSalle Parish,22,59,pctunmetneed,2014,0.8832,", ",88.32
a,"Lincoln Parish, Louisiana",0.917,Louisiana,LA,Lincoln Parish,22,61,pctunmetneed,2014,0.917,", ",91.7
a,"Livingston Parish, Louisiana",0.8387,Louisiana,LA,Livingston Parish,22,63,pctunmetneed,2014,0.8387,", ",83.87
a,"Madison Parish, Louisiana",0.917,Louisiana,LA,Madison Parish,22,65,pctunmetneed,2014,0.917,", ",91.7
a,"Morehouse Parish, Louisiana",0.917,Louisiana,LA,Morehouse Parish,22,67,pctunmetneed,2014,0.917,", ",91.7
a,"Natchitoches Parish, Louisiana",0.917,Louisiana,LA,Natchitoches Parish,22,69,pctunmetneed,2014,0.917,", ",91.7
a,"Orleans Parish, Louisiana",0.9164,Louisiana,LA,Orleans Parish,22,71,pctunmetneed,2014,0.9164,", ",91.64
a,"Ouachita Parish, Louisiana",0.917,Louisiana,LA,Ouachita Parish,22,73,pctunmetneed,2014,0.917,", ",91.7
a,"Plaquemines Parish, Louisiana",0.9164,Louisiana,LA,Plaquemines Parish,22,75,pctunmetneed,2014,0.9164,", ",91.64
a,"Pointe Coupee Parish, Louisiana",0.8387,Louisiana,LA,Pointe Coupee Parish,22,77,pctunmetneed,2014,0.8387,", ",83.87
a,"Rapides Parish, Louisiana",0.8832,Louisiana,LA,Rapides Parish,22,79,pctunmetneed,2014,0.8832,", ",88.32
a,"Red River Parish, Louisiana",0.917,Louisiana,LA,Red River Parish,22,81,pctunmetneed,2014,0.917,", ",91.7
a,"Richland Parish, Louisiana",0.917,Louisiana,LA,Richland Parish,22,83,pctunmetneed,2014,0.917,", ",91.7
a,"Sabine Parish, Louisiana",0.917,Louisiana,LA,Sabine Parish,22,85,pctunmetneed,2014,0.917,", ",91.7
a,"St. Bernard Parish, Louisiana",0.9164,Louisiana,LA,St. Bernard Parish,22,87,pctunmetneed,2014,0.9164,", ",91.64
a,"St. Charles Parish, Louisiana",0.9033,Louisiana,LA,St. Charles Parish,22,89,pctunmetneed,2014,0.9033,", ",90.33
a,"St. Helena Parish, Louisiana",0.8387,Louisiana,LA,St. Helena Parish,22,91,pctunmetneed,2014,0.8387,", ",83.87
a,"St. James Parish, Louisiana",0.9033,Louisiana,LA,St. James Parish,22,93,pctunmetneed,2014,0.9033,", ",90.33
a,"St. John the Baptist Parish, Louisiana",0.9033,Louisiana,LA,St. John the Baptist Parish,22,95,pctunmetneed,2014,0.9033,", ",90.33
a,"St. Landry Parish, Louisiana",0.8832,Louisiana,LA,St. Landry Parish,22,97,pctunmetneed,2014,0.8832,", ",88.32
a,"St. Martin Parish, Louisiana",0.8832,Louisiana,LA,St. Martin Parish,22,99,pctunmetneed,2014,0.8832,", ",88.32
a,"St. Mary Parish, Louisiana",0.9033,Louisiana,LA,St. Mary Parish,22,101,pctunmetneed,2014,0.9033,", ",90.33
a,"St. Tammany Parish, Louisiana",0.8387,Louisiana,LA,St. Tammany Parish,22,103,pctunmetneed,2014,0.8387,", ",83.87
a,"Tangipahoa Parish, Louisiana",0.8387,Louisiana,LA,Tangipahoa Parish,22,105,pctunmetneed,2014,0.8387,", ",83.87
a,"Tensas Parish, Louisiana",0.917,Louisiana,LA,Tensas Parish,22,107,pctunmetneed,2014,0.917,", ",91.7
a,"Terrebonne Parish, Louisiana",0.9033,Louisiana,LA,Terrebonne Parish,22,109,pctunmetneed,2014,0.9033,", ",90.33
a,"Union Parish, Louisiana",0.917,Louisiana,LA,Union Parish,22,111,pctunmetneed,2014,0.917,", ",91.7
a,"Vermilion Parish, Louisiana",0.8832,Louisiana,LA,Vermilion Parish,22,113,pctunmetneed,2014,0.8832,", ",88.32
a,"Vernon Parish, Louisiana",0.8832,Louisiana,LA,Vernon Parish,22,115,pctunmetneed,2014,0.8832,", ",88.32
a,"Washington Parish, Louisiana",0.8387,Louisiana,LA,Washington Parish,22,117,pctunmetneed,2014,0.8387,", ",83.87
a,"Webster Parish, Louisiana",0.917,Louisiana,LA,Webster Parish,22,119,pctunmetneed,2014,0.917,", ",91.7
a,"West Baton Rouge Parish, Louisiana",0.8387,Louisiana,LA,West Baton Rouge Parish,22,121,pctunmetneed,2014,0.8387,", ",83.87
a,"West Carroll Parish, Louisiana",0.917,Louisiana,LA,West Carroll Parish,22,123,pctunmetneed,2014,0.917,", ",91.7
a,"West Feliciana Parish, Louisiana",0.8387,Louisiana,LA,West Feliciana Parish,22,125,pctunmetneed,2014,0.8387,", ",83.87
a,"Winn Parish, Louisiana",0.8832,Louisiana,LA,Winn Parish,22,127,pctunmetneed,2014,0.8832,", ",88.32
a,"Androscoggin County, Maine",0.8595,Maine,ME,Androscoggin County,23,1,pctunmetneed,2014,0.8595,", ",85.95
a,"Aroostook County, Maine",0.8513,Maine,ME,Aroostook County,23,3,pctunmetneed,2014,0.8513,", ",85.13
a,"Cumberland County, Maine",0.872,Maine,ME,Cumberland County,23,5,pctunmetneed,2014,0.872,", ",87.2
a,"Franklin County, Maine",0.8595,Maine,ME,Franklin County,23,7,pctunmetneed,2014,0.8595,", ",85.95
a,"Hancock County, Maine",0.8151,Maine,ME,Hancock County,23,9,pctunmetneed,2014,0.8151,", ",81.51
a,"Kennebec County, Maine",0.834,Maine,ME,Kennebec County,23,11,pctunmetneed,2014,0.834,", ",83.4
a,"Knox County, Maine",0.8551,Maine,ME,Knox County,23,13,pctunmetneed,2014,0.8551,", ",85.51
a,"Lincoln County, Maine",0.8551,Maine,ME,Lincoln County,23,15,pctunmetneed,2014,0.8551,", ",85.51
a,"Oxford County, Maine",0.8595,Maine,ME,Oxford County,23,17,pctunmetneed,2014,0.8595,", ",85.95
a,"Penobscot County, Maine",0.8553,Maine,ME,Penobscot County,23,19,pctunmetneed,2014,0.8553,", ",85.53
a,"Piscataquis County, Maine",0.8553,Maine,ME,Piscataquis County,23,21,pctunmetneed,2014,0.8553,", ",85.53
a,"Sagadahoc County, Maine",0.8551,Maine,ME,Sagadahoc County,23,23,pctunmetneed,2014,0.8551,", ",85.51
a,"Somerset County, Maine",0.834,Maine,ME,Somerset County,23,25,pctunmetneed,2014,0.834,", ",83.4
a,"Waldo County, Maine",0.8551,Maine,ME,Waldo County,23,27,pctunmetneed,2014,0.8551,", ",85.51
a,"Washington County, Maine",0.8151,Maine,ME,Washington County,23,29,pctunmetneed,2014,0.8151,", ",81.51
a,"York County, Maine",0.8571,Maine,ME,York County,23,31,pctunmetneed,2014,0.8571,", ",85.71
a,"Allegany County, Maryland",0.8732,Maryland,MD,Allegany County,24,1,pctunmetneed,2014,0.8732,", ",87.32
a,"Anne Arundel County, Maryland",0.8539,Maryland,MD,Anne Arundel County,24,3,pctunmetneed,2014,0.8539,", ",85.39
a,"Baltimore County, Maryland",0.8683,Maryland,MD,Baltimore County,24,5,pctunmetneed,2014,0.8683,", ",86.83
a,"Calvert County, Maryland",0.8659,Maryland,MD,Calvert County,24,9,pctunmetneed,2014,0.8659,", ",86.59
a,"Caroline County, Maryland",0.8104,Maryland,MD,Caroline County,24,11,pctunmetneed,2014,0.8104,", ",81.04
a,"Carroll County, Maryland",0.852,Maryland,MD,Carroll County,24,13,pctunmetneed,2014,0.852,", ",85.2
a,"Cecil County, Maryland",0.8104,Maryland,MD,Cecil County,24,15,pctunmetneed,2014,0.8104,", ",81.04
a,"Charles County, Maryland",0.8659,Maryland,MD,Charles County,24,17,pctunmetneed,2014,0.8659,", ",86.59
a,"Dorchester County, Maryland",0.8659,Maryland,MD,Dorchester County,24,19,pctunmetneed,2014,0.8659,", ",86.59
a,"Frederick County, Maryland",0.8732,Maryland,MD,Frederick County,24,21,pctunmetneed,2014,0.8732,", ",87.32
a,"Garrett County, Maryland",0.8732,Maryland,MD,Garrett County,24,23,pctunmetneed,2014,0.8732,", ",87.32
a,"Harford County, Maryland",0.8104,Maryland,MD,Harford County,24,25,pctunmetneed,2014,0.8104,", ",81.04
a,"Howard County, Maryland",0.852,Maryland,MD,Howard County,24,27,pctunmetneed,2014,0.852,", ",85.2
a,"Kent County, Maryland",0.8104,Maryland,MD,Kent County,24,29,pctunmetneed,2014,0.8104,", ",81.04
a,"Montgomery County, Maryland",0.8797,Maryland,MD,Montgomery County,24,31,pctunmetneed,2014,0.8797,", ",87.97
a,"Prince George's County, Maryland",0.929,Maryland,MD,Prince George's County,24,33,pctunmetneed,2014,0.929,", ",92.9
a,"Queen Anne's County, Maryland",0.8104,Maryland,MD,Queen Anne's County,24,35,pctunmetneed,2014,0.8104,", ",81.04
a,"St. Mary's County, Maryland",0.8659,Maryland,MD,St. Mary's County,24,37,pctunmetneed,2014,0.8659,", ",86.59
a,"Somerset County, Maryland",0.8659,Maryland,MD,Somerset County,24,39,pctunmetneed,2014,0.8659,", ",86.59
a,"Talbot County, Maryland",0.8104,Maryland,MD,Talbot County,24,41,pctunmetneed,2014,0.8104,", ",81.04
a,"Washington County, Maryland",0.8732,Maryland,MD,Washington County,24,43,pctunmetneed,2014,0.8732,", ",87.32
a,"Wicomico County, Maryland",0.8659,Maryland,MD,Wicomico County,24,45,pctunmetneed,2014,0.8659,", ",86.59
a,"Worcester County, Maryland",0.8659,Maryland,MD,Worcester County,24,47,pctunmetneed,2014,0.8659,", ",86.59
a,"Baltimore city, Maryland",0.927,Maryland,MD,Baltimore city,24,510,pctunmetneed,2014,0.927,", ",92.7
a,"Barnstable County, Massachusetts",0.8951,Massachusetts,MA,Barnstable County,25,1,pctunmetneed,2014,0.8951,", ",89.51
a,"Berkshire County, Massachusetts",0.8951,Massachusetts,MA,Berkshire County,25,3,pctunmetneed,2014,0.8951,", ",89.51
a,"Bristol County, Massachusetts",0.8951,Massachusetts,MA,Bristol County,25,5,pctunmetneed,2014,0.8951,", ",89.51
a,"Dukes County, Massachusetts",0.8951,Massachusetts,MA,Dukes County,25,7,pctunmetneed,2014,0.8951,", ",89.51
a,"Essex County, Massachusetts",0.8951,Massachusetts,MA,Essex County,25,9,pctunmetneed,2014,0.8951,", ",89.51
a,"Franklin County, Massachusetts",0.8951,Massachusetts,MA,Franklin County,25,11,pctunmetneed,2014,0.8951,", ",89.51
a,"Hampden County, Massachusetts",0.8951,Massachusetts,MA,Hampden County,25,13,pctunmetneed,2014,0.8951,", ",89.51
a,"Hampshire County, Massachusetts",0.8951,Massachusetts,MA,Hampshire County,25,15,pctunmetneed,2014,0.8951,", ",89.51
a,"Middlesex County, Massachusetts",0.8951,Massachusetts,MA,Middlesex County,25,17,pctunmetneed,2014,0.8951,", ",89.51
a,"Nantucket County, Massachusetts",0.8951,Massachusetts,MA,Nantucket County,25,19,pctunmetneed,2014,0.8951,", ",89.51
a,"Norfolk County, Massachusetts",0.8951,Massachusetts,MA,Norfolk County,25,21,pctunmetneed,2014,0.8951,", ",89.51
a,"Plymouth County, Massachusetts",0.8951,Massachusetts,MA,Plymouth County,25,23,pctunmetneed,2014,0.8951,", ",89.51
a,"Suffolk County, Massachusetts",0.8951,Massachusetts,MA,Suffolk County,25,25,pctunmetneed,2014,0.8951,", ",89.51
a,"Worcester County, Massachusetts",0.8951,Massachusetts,MA,Worcester County,25,27,pctunmetneed,2014,0.8951,", ",89.51
a,"Alcona County, Michigan",0.8599,Michigan,MI,Alcona County,26,1,pctunmetneed,2014,0.8599,", ",85.99
a,"Alger County, Michigan",0.8545,Michigan,MI,Alger County,26,3,pctunmetneed,2014,0.8545,", ",85.45
a,"Allegan County, Michigan",0.8893,Michigan,MI,Allegan County,26,5,pctunmetneed,2014,0.8893,", ",88.93
a,"Alpena County, Michigan",0.8599,Michigan,MI,Alpena County,26,7,pctunmetneed,2014,0.8599,", ",85.99
a,"Antrim County, Michigan",0.8599,Michigan,MI,Antrim County,26,9,pctunmetneed,2014,0.8599,", ",85.99
a,"Arenac County, Michigan",0.8667,Michigan,MI,Arenac County,26,11,pctunmetneed,2014,0.8667,", ",86.67
a,"Baraga County, Michigan",0.8545,Michigan,MI,Baraga County,26,13,pctunmetneed,2014,0.8545,", ",85.45
a,"Barry County, Michigan",0.8788,Michigan,MI,Barry County,26,15,pctunmetneed,2014,0.8788,", ",87.88
a,"Bay County, Michigan",0.8667,Michigan,MI,Bay County,26,17,pctunmetneed,2014,0.8667,", ",86.67
a,"Benzie County, Michigan",0.8599,Michigan,MI,Benzie County,26,19,pctunmetneed,2014,0.8599,", ",85.99
a,"Berrien County, Michigan",0.8788,Michigan,MI,Berrien County,26,21,pctunmetneed,2014,0.8788,", ",87.88
a,"Branch County, Michigan",0.8788,Michigan,MI,Branch County,26,23,pctunmetneed,2014,0.8788,", ",87.88
a,"Calhoun County, Michigan",0.8788,Michigan,MI,Calhoun County,26,25,pctunmetneed,2014,0.8788,", ",87.88
a,"Cass County, Michigan",0.8788,Michigan,MI,Cass County,26,27,pctunmetneed,2014,0.8788,", ",87.88
a,"Charlevoix County, Michigan",0.8599,Michigan,MI,Charlevoix County,26,29,pctunmetneed,2014,0.8599,", ",85.99
a,"Cheboygan County, Michigan",0.8599,Michigan,MI,Cheboygan County,26,31,pctunmetneed,2014,0.8599,", ",85.99
a,"Chippewa County, Michigan",0.8545,Michigan,MI,Chippewa County,26,33,pctunmetneed,2014,0.8545,", ",85.45
a,"Clare County, Michigan",0.8667,Michigan,MI,Clare County,26,35,pctunmetneed,2014,0.8667,", ",86.67
a,"Clinton County, Michigan",0.8667,Michigan,MI,Clinton County,26,37,pctunmetneed,2014,0.8667,", ",86.67
a,"Crawford County, Michigan",0.8599,Michigan,MI,Crawford County,26,39,pctunmetneed,2014,0.8599,", ",85.99
a,"Delta County, Michigan",0.8545,Michigan,MI,Delta County,26,41,pctunmetneed,2014,0.8545,", ",85.45
a,"Dickinson County, Michigan",0.8545,Michigan,MI,Dickinson County,26,43,pctunmetneed,2014,0.8545,", ",85.45
a,"Eaton County, Michigan",0.8667,Michigan,MI,Eaton County,26,45,pctunmetneed,2014,0.8667,", ",86.67
a,"Emmet County, Michigan",0.8599,Michigan,MI,Emmet County,26,47,pctunmetneed,2014,0.8599,", ",85.99
a,"Genesee County, Michigan",0.8625,Michigan,MI,Genesee County,26,49,pctunmetneed,2014,0.8625,", ",86.25
a,"Gladwin County, Michigan",0.8667,Michigan,MI,Gladwin County,26,51,pctunmetneed,2014,0.8667,", ",86.67
a,"Gogebic County, Michigan",0.8545,Michigan,MI,Gogebic County,26,53,pctunmetneed,2014,0.8545,", ",85.45
a,"Grand Traverse County, Michigan",0.8599,Michigan,MI,Grand Traverse County,26,55,pctunmetneed,2014,0.8599,", ",85.99
a,"Gratiot County, Michigan",0.8667,Michigan,MI,Gratiot County,26,57,pctunmetneed,2014,0.8667,", ",86.67
a,"Hillsdale County, Michigan",0.8667,Michigan,MI,Hillsdale County,26,59,pctunmetneed,2014,0.8667,", ",86.67
a,"Houghton County, Michigan",0.8545,Michigan,MI,Houghton County,26,61,pctunmetneed,2014,0.8545,", ",85.45
a,"Huron County, Michigan",0.8667,Michigan,MI,Huron County,26,63,pctunmetneed,2014,0.8667,", ",86.67
a,"Ingham County, Michigan",0.8667,Michigan,MI,Ingham County,26,65,pctunmetneed,2014,0.8667,", ",86.67
a,"Ionia County, Michigan",0.8667,Michigan,MI,Ionia County,26,67,pctunmetneed,2014,0.8667,", ",86.67
a,"Iosco County, Michigan",0.8599,Michigan,MI,Iosco County,26,69,pctunmetneed,2014,0.8599,", ",85.99
a,"Iron County, Michigan",0.8545,Michigan,MI,Iron County,26,71,pctunmetneed,2014,0.8545,", ",85.45
a,"Isabella County, Michigan",0.8667,Michigan,MI,Isabella County,26,73,pctunmetneed,2014,0.8667,", ",86.67
a,"Jackson County, Michigan",0.8667,Michigan,MI,Jackson County,26,75,pctunmetneed,2014,0.8667,", ",86.67
a,"Kalamazoo County, Michigan",0.8788,Michigan,MI,Kalamazoo County,26,77,pctunmetneed,2014,0.8788,", ",87.88
a,"Kalkaska County, Michigan",0.8599,Michigan,MI,Kalkaska County,26,79,pctunmetneed,2014,0.8599,", ",85.99
a,"Kent County, Michigan",0.8893,Michigan,MI,Kent County,26,81,pctunmetneed,2014,0.8893,", ",88.93
a,"Keweenaw County, Michigan",0.8545,Michigan,MI,Keweenaw County,26,83,pctunmetneed,2014,0.8545,", ",85.45
a,"Lake County, Michigan",0.8893,Michigan,MI,Lake County,26,85,pctunmetneed,2014,0.8893,", ",88.93
a,"Lapeer County, Michigan",0.8625,Michigan,MI,Lapeer County,26,87,pctunmetneed,2014,0.8625,", ",86.25
a,"Leelanau County, Michigan",0.8599,Michigan,MI,Leelanau County,26,89,pctunmetneed,2014,0.8599,", ",85.99
a,"Lenawee County, Michigan",0.8489,Michigan,MI,Lenawee County,26,91,pctunmetneed,2014,0.8489,", ",84.89
a,"Livingston County, Michigan",0.8489,Michigan,MI,Livingston County,26,93,pctunmetneed,2014,0.8489,", ",84.89
a,"Luce County, Michigan",0.8545,Michigan,MI,Luce County,26,95,pctunmetneed,2014,0.8545,", ",85.45
a,"Mackinac County, Michigan",0.8545,Michigan,MI,Mackinac County,26,97,pctunmetneed,2014,0.8545,", ",85.45
a,"Macomb County, Michigan",0.876,Michigan,MI,Macomb County,26,99,pctunmetneed,2014,0.876,", ",87.6
a,"Manistee County, Michigan",0.8599,Michigan,MI,Manistee County,26,101,pctunmetneed,2014,0.8599,", ",85.99
a,"Marquette County, Michigan",0.8545,Michigan,MI,Marquette County,26,103,pctunmetneed,2014,0.8545,", ",85.45
a,"Mason County, Michigan",0.8893,Michigan,MI,Mason County,26,105,pctunmetneed,2014,0.8893,", ",88.93
a,"Mecosta County, Michigan",0.8667,Michigan,MI,Mecosta County,26,107,pctunmetneed,2014,0.8667,", ",86.67
a,"Menominee County, Michigan",0.8545,Michigan,MI,Menominee County,26,109,pctunmetneed,2014,0.8545,", ",85.45
a,"Midland County, Michigan",0.8667,Michigan,MI,Midland County,26,111,pctunmetneed,2014,0.8667,", ",86.67
a,"Missaukee County, Michigan",0.8599,Michigan,MI,Missaukee County,26,113,pctunmetneed,2014,0.8599,", ",85.99
a,"Monroe County, Michigan",0.8489,Michigan,MI,Monroe County,26,115,pctunmetneed,2014,0.8489,", ",84.89
a,"Montcalm County, Michigan",0.8667,Michigan,MI,Montcalm County,26,117,pctunmetneed,2014,0.8667,", ",86.67
a,"Montmorency County, Michigan",0.8599,Michigan,MI,Montmorency County,26,119,pctunmetneed,2014,0.8599,", ",85.99
a,"Muskegon County, Michigan",0.8893,Michigan,MI,Muskegon County,26,121,pctunmetneed,2014,0.8893,", ",88.93
a,"Newaygo County, Michigan",0.8667,Michigan,MI,Newaygo County,26,123,pctunmetneed,2014,0.8667,", ",86.67
a,"Oakland County, Michigan",0.8955,Michigan,MI,Oakland County,26,125,pctunmetneed,2014,0.8955,", ",89.55
a,"Oceana County, Michigan",0.8893,Michigan,MI,Oceana County,26,127,pctunmetneed,2014,0.8893,", ",88.93
a,"Ogemaw County, Michigan",0.8599,Michigan,MI,Ogemaw County,26,129,pctunmetneed,2014,0.8599,", ",85.99
a,"Ontonagon County, Michigan",0.8545,Michigan,MI,Ontonagon County,26,131,pctunmetneed,2014,0.8545,", ",85.45
a,"Osceola County, Michigan",0.8667,Michigan,MI,Osceola County,26,133,pctunmetneed,2014,0.8667,", ",86.67
a,"Oscoda County, Michigan",0.8599,Michigan,MI,Oscoda County,26,135,pctunmetneed,2014,0.8599,", ",85.99
a,"Otsego County, Michigan",0.8599,Michigan,MI,Otsego County,26,137,pctunmetneed,2014,0.8599,", ",85.99
a,"Ottawa County, Michigan",0.8893,Michigan,MI,Ottawa County,26,139,pctunmetneed,2014,0.8893,", ",88.93
a,"Presque Isle County, Michigan",0.8599,Michigan,MI,Presque Isle County,26,141,pctunmetneed,2014,0.8599,", ",85.99
a,"Roscommon County, Michigan",0.8599,Michigan,MI,Roscommon County,26,143,pctunmetneed,2014,0.8599,", ",85.99
a,"Saginaw County, Michigan",0.8667,Michigan,MI,Saginaw County,26,145,pctunmetneed,2014,0.8667,", ",86.67
a,"St. Clair County, Michigan",0.8625,Michigan,MI,St. Clair County,26,147,pctunmetneed,2014,0.8625,", ",86.25
a,"St. Joseph County, Michigan",0.8788,Michigan,MI,St. Joseph County,26,149,pctunmetneed,2014,0.8788,", ",87.88
